Description	Code
91 write a python program to concatenate tuple and print it	"
test_tup1 = (1, 3, 5)
test_tup2 = (4, 6)

print(""The original tuple 1 : "" + str(test_tup1))
print(""The original tuple 2 : "" + str(test_tup2))
c = test_tup1 + test_tup2
print(c)
"
Write a Python function to check if all items in the following tuple are the same	"def check_tuple_same(sampleTuple):
<TAB>return all(i == sampleTuple[0] for i in sampleTuple)
"
write a program Creating a Dictionary with each item as a Pair	"Dict = dict([(1, 'Geeks'), (2, 'For')])
print(""\nDictionary with each item as a pair: "")
print(Dict)
"
Write a function to return the total surface area of a cylinder	"def cal_cylinder_surf_area(height, radius):
<TAB>pi = 3.14
<TAB>return 2 * pi * radius**2 * +2 * pi * radius * height
"
write a python program to calculate the average	"

list1 = [1, 3, 4, 5]
average = (sum(list1)) / len(list1)
print(f""the average score is:  {average} "")
"
Write a function to return the total surface area of a cuboid of length l, bredth b and height h	"def cal_surface_area_cuboid(l, b, h):
<TAB>return 2 * (l * b + b * h + h * l)
"
Write a Python function to Find the Total Sum of a Nested List Using Recursion	"

def sum1(lst):
<TAB>total = 0
<TAB>for element in lst:
        if (type(element) == type([])):
            total = total + sum1(element)
        else:
            total = total + element
<TAB>return total
"
write a python program to add two binary numbers	"
a = ""1101""
b = ""100""
sum = bin(int(a, 2) + int(b, 2))
print(sum[2:])
"
48. python function for finding the derivative of exponent of a number	"def dexp(x):

<TAB>return math.exp(x)
"
Write a function to return day of a week, given the number	"

def give_day(n):
<TAB>day_dict = {1: 'Sunday', 2: 'Monday', 3: 'Tuesday',
                4: 'Wednesday', 5: 'Thursday', 6: 'Friday', 7: 'Saturday'}
<TAB>return day_dict[n]
"
write a python function to convert from Celcius to fahrenhiet	"

def cel_to_fah(celcius):
<TAB>return 9 * celcius / 5 + 32
"
write  Function to left rotate n by d bits	"def leftRotate(n, d):
<TAB>INT_BITS = 32
<TAB>return (n << d) | (n >> (INT_BITS - d))


n = 16
d = 2


print(""Left Rotation of"", n, ""by"", d, ""is"", end="" "")
print(leftRotate(n, d))
"
Write a Python program to add member in a set	"color_set = set()
color_set.add(""Red"")
print(color_set)
"
87 write a python program to Count the elements till first tuple and print it	"

test_tup = (1, 5, 7, (4, 6), 10)
print(""The original tuple : "" + str(test_tup))
count = 0
for i in test_tup:
<TAB>if isinstance(i, tuple):

        break
<TAB>count = count + 1
print(f'count of element till first tuple is {count}')
"
Write a Python function to compute compound interest	"def compound_interest(principle, rate, time):
<TAB>Amount = principle * (pow((1 + rate / 100), time))
<TAB>CI = Amount - principle
<TAB>return CI
"
Define a function that can receive two integral numbers in string form and compute their sum and then print it in console.	"def sum_of_ints(s1, s2):
<TAB>print(int(s1) + int(s2))
"
Write a Python Program to Count and print Number of Lowercase Characters in a String	"

string = 'This is an Assignment'
count = 0
for i in string:
<TAB>if(i.islower()):
        count = count + 1
print(""The number of lowercase characters is:"")
print(count)
"
69 write a program to shuffle a deck of card	"

import itertools
import random


deck = list(itertools.product(range(1, 14), [
<TAB>'Spade', 'Heart', 'Diamond', 'Club']))
random.shuffle(deck)


print(""You got:"")
for i in range(5):
<TAB>print(deck[i][0], ""of"", deck[i][1])
"
Write a python function to call a user-input function with default exception handling and re-raise the exception again.	"def default_exception_simulator(user_func):
<TAB>try:
        if callable(user_func):
            user_func()
<TAB>except:
        print(""An exception occured"")
        raise
"
control that the user belongs to the list of allowed users	"if username == user1:
<TAB>print(""Access granted"")
elif username == user2:
<TAB>print(""Welcome to the system"")
else:
<TAB>print(""Access denied"")
"
43. Python Program to Transpose a Matrix using Nested List Comprehension	"

X = [[12, 7],
     [4, 5],
     [3, 8]]


result = [[X[j][i] for j in range(len(X))] for i in range(len(X[0]))]


for r in result:
<TAB>print(r)
"
Replacing a string with another string	"word = ""Hello World""
replace = ""Bye""
input = ""Hello""
after_replace = word.replace(input, replace)
print(f""String ater replacement: {after_replace}"")
"
write a python function to check if a user provided number is a perfect square.	"

def is_perfect_square(n):
<TAB>x = n // 2
<TAB>y = set([x])
<TAB>while x * x != n:
        x = (x + (n // x)) // 2
        if x in y:
            return False
        y.add(x)
<TAB>return True
"
3 write a program to find the largest number in a list	"list1 = [10, 20, 4, 45, 99]
list1.sort()
print(""Largest element is:"", list1[-1])
"
Write a program to take a string and print all the words and their frequencies	"string_words = '''This assignment is of 900 marks. Each example if 9 marks.
If your example is similar to someone else, then you score less.
The formula we will use is 9/(repeated example). That means if 9 people write same example,
then you get only 1. So think different! (if examples are mentioned here and in the sample file, you will score less)'''
word_list = string_words.split()
word_freq = [word_list.count(n) for n in word_list]
print(""Pairs (Words and Frequencies:\n {}"".format(
<TAB>str(list(zip(word_list, word_freq)))))
"
Write a python program to implement Dequeue	"

class Dequeue:
<TAB>def __init__(self):
        self.items = []

<TAB>def is_empty(self):
        return self.items == []

<TAB>def append(self, data):
        self.items.append(data)

<TAB>def append_left(self, data):
        self.items.insert(0, data)

<TAB>def pop(self):
        return self.items.pop()

<TAB>def pop_left(self):
        return self.items.pop(0)


q = Dequeue()
print('Menu')
print('append <value>')
print('appendleft <value>')
print('pop')
print('popleft')
print('quit')

while True:
<TAB>do = input('What would you like to do? ').split()

<TAB>operation = do[0].strip().lower()
<TAB>if operation == 'append':
        q.append(int(do[1]))
<TAB>elif operation == 'appendleft':
        q.append_left(int(do[1]))
<TAB>elif operation == 'pop':
        if q.is_empty():
            print('Dequeue is empty.')
        else:
            print('Popped value from right: ', q.pop())
<TAB>elif operation == 'popleft':
        if q.is_empty():
            print('Dequeue is empty.')
        else:
            print('Popped value from left: ', q.pop_left())
<TAB>elif operation == 'quit':
        break
"
Pick a random character from a given String	"import random


name = 'pynative'
char = random.choice(name)
print(""random char is "", char)
"
82 function to show how to use f string	"def f_string(msg: ""user message""):
<TAB>print(f'This is an f string with user paramter {msg}')
"
write a function to check if a upper case letter exists in a given string	"

def check_upper(str1):

<TAB>for char in str1:
        k = char.isupper()
        if k == True:
            return True
<TAB>if(k != 1):
        return False
"
Write a python program to print a list of tuples from given list having number and its cube in each tuple	"
list1 = [1, 2, 5, 6]

res = [(val, pow(val, 3)) for val in list1]

print(res)
"
Write a lambda function to to give character from it's ascii value	"

def ascii(a): return chr(a)
"
Please write a program which count and print the numbers of each character in a string input by console.	"dic = {}
s = input()
for s in s:
<TAB>dic[s] = dic.get(s, 0) + 1
print('\n'.join(['%s,%s' % (k, v) for k, v in dic.items()]))
"
Python program to execute a string containing Python code.	"mycode = 'print(""hello world"")'
code = """"""
def multiply(x,y):
    return x*y


print('Multiply of 2 and 3 is: ',multiply(2,3))
""""""
exec(mycode)
exec(code)
"
Write a function to calculate the electrostatic force between two charged particles with charge q1 and q2 at a distance d apart	"def cal_electrostatic_force(q1, q2, d):
<TAB>k = 9 * (10**9)
<TAB>return (k * q1 * q2) / (d**2)
"
Shallow copy in python	"list1 = [1, 2]
list2 = list1
list3 = list1[:]
list4 = list1.copy()
print('IDs:\nlist1: {}\nlist2: {}\nlist3: {}\nlist4: {}\n'
      .format(id(list1), id(list2), id(list3), id(list4)))
"
10 write a python function to remove duplicate from a list.	"def remove_duplicates(dup_list: list):
<TAB>print(list(set(dup_list)))
"
26 write a function to print other value with given base to int.	"def other_int(value, b):
<TAB>return int(value, b)
"
Write a python program to find and print sum of series with cubes of first n natural numbers	"

n = 10
sum = 0
for i in range(1, n + 1):
<TAB>sum += i**3


print(f""{sum}"")
"
67 Write a Python function to the push the first number to the end of a list.	"def move_last(num_list):
<TAB>a = [num_list[0] for i in range(num_list.count(num_list[0]))]
<TAB>x = [i for i in num_list if i != num_list[0]]
<TAB>x.extend(a)
<TAB>return(x)
"
62 write a program to concatenate Ranged Values in String list and print it	"

test_list = [""abGFGcs"", ""cdforef"", ""asalloi""]

i, j = 2, 5
r = ''
for z in test_list:
<TAB>r += z[i:j]
print(r)
"
12 python print last element of list	"mylist = [0, 1, 2]
print(myList[-1])
"
7 write a python function to return every nth number from a list	"

def every_nth_number(lst, n):
<TAB>return lst[::n]
"
write a program to merge a list of dictionaries into a single dictionary using dictionary comprehension	"input = [{""foo"": ""bar"", ""Hello"": ""World""},
         {""key1"": ""val1"", ""key2"": ""val2""},
         {""sample_key"": ""sample_val""}]
merged_dict = {key: value for d in input for key, value in d.items()}
"
Write a Python function that returns biggest character in a string	"

from functools import reduce


def biggest_char(string):
<TAB>
<TAB>def biggest_chr(x, y): return x if ord(x) > ord(y) else y
<TAB>return reduce(biggest_chr, string)
"
Write a Python program to convert Year/Month/Day to Day of Year.	"import datetime
today = datetime.datetime.now()
day_of_year = (today - datetime.datetime(today.year, 1, 1)).days + 1
print(day_of_year)
"
78 write a python program to decrement Dictionary value by K	"

test_dict = {'gfg': 1, 'is': 2, 'for': 4, 'CS': 5}
print(""The original dictionary : "" + str(test_dict))
K = 5
for key, value in test_dict.items():
<TAB>test_dict.update({key: value - K})
print(test_dict)
"
write a python program to find the factorial of a number provided by the user.	"num = int(input(""Enter a number: ""))


factorial = 1


if num < 0:
<TAB>print(""Sorry, factorial does not exist for negative numbers"")
elif num == 0:
<TAB>print(""The factorial of 0 is 1"")
else:
<TAB>for i in range(1, num + 1):
        factorial = factorial * i
<TAB>print(""The factorial of"", num, ""is"", factorial)
"
74 write a program to shuffle and print the list [3,6,7,8].	"from random import shuffle


li = [3, 6, 7, 8]
shuffle(li)
print(li)
"
write a python program to check tuple are immutable	"a = (1, 2, 3)
try:
<TAB>a = a + 1
except Exception as e:
<TAB>print(e)
"
write a python function to return first n items of the iterable as a list	"def take(n, iterable):
<TAB>import itertools
<TAB>return list(itertools.islice(iterable, n))
"
Define a class named Rectangle which can be constructed by a length and width. The Rectangle class has a method which can compute the area.	"class Rectangle(object):
<TAB>def __init__(self, l, w):
        self.length = l
        self.width = w

<TAB>def area(self):
        return self.length * self.width


aRectangle = Rectangle(2, 10)
print(aRectangle.area())
"
Write a Python function to reverse words in a string.	"def reverse_string_words(text):
<TAB>for line in text.split('\n'):
        return(' '.join(line.split()[::-1]))
"
Write a python program to reverse a string	"s = ""i like this program very much""
words = s.split(' ')
string = []
for word in words:
<TAB>string.insert(0, word)

print(""Reversed String:"")
print("" "".join(string))
"
94 write a program to remove matching tuples and print it	"

test_list1 = [('Early', 'morning'), ('is', 'good'), ('for', 'Health')]
test_list2 = [('Early', 'morning'), ('is', 'good')]


l = []
for i in range(0, len(test_list1)):
<TAB>for j in range(0, len(test_list2)):
        if test_list1[i] not in test_list2:
            l.append(test_list1[i])
            break
print(l)
"
Write a program to print bit wise OR of two numbers	"a = 60
b = 13


c = a | b
print(""OR"", c)
"
Python program to create all possible permutations from a given collection of distinct numbers.	"def permute(nums):
<TAB>result_perms = [[]]
<TAB>for n in nums:
        new_perms = []
        for perm in result_perms:
            for i in range(len(perm) + 1):
                new_perms.append(perm[:i] + [n] + perm[i:])
                result_perms = new_perms
<TAB>return result_perms


my_nums = [1, 2, 3]
print(""Original Collection: "", my_nums)
print(""Collection of distinct numbers:\n"", permute(my_nums))
"
Write a Python program to get the frequency of the elements in a list	"import collections
my_list = [10, 10, 10, 10, 20, 20, 20, 20, 40, 40, 50, 50, 30]
print(""Original List : "", my_list)
ctr = collections.Counter(my_list)
print(""Frequency of the elements in the List : "", ctr)
"
write a python program to make use of maps	"

def square(number):
<TAB>return number ** 2


numbers = [1, 2, 3, 4, 5]


squared = map(square, numbers)


print(f'mapped numbers:{list(squared)}')
"
Write a python program to Remove multiple empty spaces from  List of strings. Print the original and final lists.	"
test_list = ['gfg', '   ', ' ', 'is', '            ', 'best']

print(""The original list is : "" + str(test_list))

res = [ele for ele in test_list if ele.strip()]

print(""List after filtering non-empty strings : "" + str(res))
"
